id,name,rating
711,Finding Forrester,2
2046,The Gift,3
5001,Before Night Falls,3
5994,The Family Man,3
1493,Miss Congeniality,3
134,"O Brother, Where Art Thou?",3
1900,Traffic,3
2623,An Officer and a Gentleman,2
8043,Breakheart Pass,2
5955,The Pledge,3
2613,Prelude to a Kiss,3
26333,Untamed Heart,3
2018,The Wedding Planner,3
5709,Amazon Women on the Moon,3
4639,Best Seller,2
96,Beverly Hills Cop II,3
90,Beverly Hills Cop,2
30994,Dogs in Space,3
764,The Evil Dead,3
4918,The Fourth Protocol,3
58084,Giulia e Giulia,4
2614,Innerspace,1
40962,Ironweed,2
580,Jaws: The Revenge,3
1547,The Lost Boys,3
2608,Maid to Order,3
32058,Making Mr. Right,3
843,花樣年華,3
318,The Million Dollar Hotel,4
7093,Vatel,3
1921,Sweet November,3
6073,The Mexican,3
2749,15 Minutes,3
49929,When Brendan Met Trudy,4
2302,Avalon,3
32686,Gray's Anatomy,3
6028,The Mirror Crack'd,2
1888,The Fortune Cookie,2
2428,The Greatest Story Ever Told,2
4986,Fuzz,2
2453,Harley Davidson and the Marlboro Man,3
4587,Mermaids,2
31004,The Mighty Quinn,5
4192,Death on the Nile,2
39934,Longtime Companion,3
26580,4 Little Girls,2
4985,The Longest Yard,1
853,Enemy at the Gates,3
5257,The Dish,3
77,Memento,3
2575,The Tailor of Panama,4
55,Amores perros,3
2043,Along Came a Spider,3
4133,Blow,2
56715,Just Visiting,3
26791,Brigham City,2
634,Bridget Jones's Diary,2
109472,Ek Je Aachhe Kanya,2
70282,The Visit,3
111,Scarface,4
2144,One Night at McCool's,3
1734,The Mummy Returns,4
4973,Sous le Sable,4
8095,Cleopatra,3
849,Krull,2
27223,Lost in America,3
2981,The Lost World,3
3784,Frankie and Johnny,3
33743,"The 5,000 Fingers of Dr. T.",3
934,Du rififi chez les hommes,3
5852,Angel Eyes,2
808,Shrek,3
824,Moulin Rouge!,3
676,Pearl Harbor,2
26813,Himalaya - l'enfance d'un chef,4
50541,Ice Castles,3
26255,Love Potion No. 9,2
1406,City Slickers,3
1632,Mississippi Burning,2
966,The Magnificent Seven,3
301,Rio Bravo,3
4988,Semi-Tough,2
6498,Nattevagten,3
5923,The Sand Pebbles,3
26475,The Anniversary Party,3
1089,Point Break,4
759,Gentlemen Prefer Blondes,3
1995,Lara Croft: Tomb Raider,2
644,A.I. Artificial Intelligence,2
2140,Kiss of the Dragon,3
4248,Scary Movie 2,2
3134,Baise-moi,4
26483,Beach Blanket Bingo,3
5991,Der letzte Mann,3
6106,Salvador,2
4789,Il giardino dei Finzi Contini,3
976,Sweet Smell of Success,3
4780,Obsession,3
2114,Final Fantasy: The Spirits Within,3
8835,Legally Blonde,2
103489,All Access: Front Row. Backstage. Live!,0
5333,Apartment Zero,3
4281,Appointment with Death,3
2,Ariel,3
26044,Arthur 2: On the Rocks,3
3980,Critters,3
27397,Crossing Delancey,3
27362,Drowning by Numbers,4
5680,"Elvira, Mistress of the Dark",3
26386,Ernest Saves Christmas,3
25884,Feds,3
2617,The Great Outdoors,3
3543,Out of Rosenheim,3
51321,Permanent Record,3
58434,Rocket Gibraltar,3
2605,Short Circuit,3
8740,Spoorloos,3
8337,They Live,3
47493,To Kill a Priest,3
8463,Torch Song Trilogy,4
41974,Track 29,2
26603,Vice Versa,3
32049,Best of the Best 2,3
1648,Bill & Ted's Excellent Adventure,3
4105,Black Rain,3
3064,Chances Are,2
4925,Dead Bang,2
2210,Earth Girls Are Easy,3
27461,Fat Man and Little Boy,3
1380,Gleaming the Cube,3
505,Johnny Handsome,2
4486,Jésus de Montréal,3
4296,Millennium,3
8867,The Punisher,2
331,Jurassic Park III,3
327,Brother,2
1548,Ghost World,2
869,Planet of the Apes,3
552,Pane e Tulipani,3
2171,Wet Hot American Summer,3
32261,Scandal,3
31083,Some Girls,2
6951,Turner & Hooch,2
2616,Uncle Buck,2
7091,Vampire's Kiss,4
249,The War of the Roses,3
183,The Wizard,3
8494,Weekend at Bernie's II,3
27431,Il gatto a nove code,3
2148,The Cotton Club,2
2057,Original Sin,3
5175,Rush Hour 2,3
4484,La Cage aux folles,3
1627,L'Enfant sauvage,3
2770,American Pie 2,3
1933,The Others,3
1722,Captain Corelli's Mandolin,3
2779,The Curse of the Jade Scorpion,3
2294,Jay and Silent Bob Strike Back,3
26602,Summer Catch,4
742,Tillsammans,2
8922,Jeepers Creepers,3
5922,The Hunter,3
5998,"Dr. Mabuse, der Spieler",2
2176,The Glass House,3
75386,Haiku Tunnel,2
2185,Big Trouble,3
2034,Training Day,2
32567,The Endurance: Shackleton's Legendary Antarctic Expedition,2
27327,Phantom of the Paradise,2
25767,The Grass Is Greener,2
33725,A Hole in the Head,3
248,Pocketful of Miracles,3
25905,Obchod na korze,3
1644,The Vanishing,2
66092,I Never Promised You a Rose Garden,3
166,La Boum,3
1623,Brubaker,2
1716,Le Dernier Métro,1
3172,Bandits,3
570,À ma sœur!,3
1018,Mulholland Drive,3
26299,Clambake,3
984,Dirty Harry,2
768,From Hell,2
2100,The Last Castle,3
3173,เพชฌฆาตเงียบอันตราย,3
167,K-PAX,3
27444,Better Than Sex,5
141,Donnie Darko,3
585,"Monsters, Inc.",2
140511,King of the Jungle,3
671,Harry Potter and the Philosopher's Stone,3
1535,Spy Game,3
1433,El espinazo del diablo,2
1999,In the Bedroom,2
269,À bout de souffle,3
5781,Cet obscur objet du désir,2
3537,Fame,3
8738,The Final Countdown,3
3604,Flash Gordon,3
6974,The Angry Red Planet,3
26398,At the Earth's Core,3
299,Ocean's Eleven,3
8007,Behind Enemy Lines,3
161,Ocean's Eleven,3
31682,The Incredible Shrinking Man,4
4886,And Then There Were None,3
228,Der blaue Engel,2
194,Le fabuleux destin d'Amélie Poulain,3
1903,Vanilla Sky,3
1649,Bill & Ted's Bogus Journey,3
120,The Lord of the Rings: The Fellowship of the Ring,3
453,A Beautiful Mind,3
5052,Topkapi,0
37257,Witness for the Prosecution,2
855,Black Hawk Down,2
5279,Gosford Park,3
1365,Monster's Ball,3
6440,The Shipping News,3
6037,Murder by Death,3
42987,The Servant,4
6312,Le Pacte des loups,3
26337,China Moon,3
77985,Maria's Lovers,1
98491,Wuthering Heights,4
26686,California Suite,2
61934,The Long Gray Line,2
27273,The Flight of Dragons,3
848,Dragonslayer,3
4965,Impostor,3
150,48 Hrs.,3
112,Italiensk for begyndere,3
27378,Herz aus Glas,1
651,M*A*S*H,2
2637,The Mothman Prophecies,2
2084,Birthday Girl,3
51044,Carmen Jones,2
4267,Préparez vos mouchoirs,2
4031,Les Valseuses,2
47871,Honky Tonk Freeway,3
69928,The Man Who Loved Women,3
2441,Vacas,3
931,Don't Look Now,3
993,Sleuth,2
27824,The Last Man,2
480,Monsoon Wedding,3
614,Smultronstället,2
2752,40 Days and 40 Nights,2
40723,Trouble Every Day,3
7219,Zombi 2,3
2135,The Time Machine,3
965,The Magnificent Ambersons,3
44004,Hero at Large,2
7988,The Island,3
26843,Lion of the Desert,1
27458,Little Darlings,4
8690,Mangiati vivi!,3
3418,La Mort en direct,3
4499,"Pepi, Luci, Bom y otras chicas del montón",3
425,Ice Age,3
5851,Showtime,2
1391,Y tu mamá también,2
2371,Тегеран-43,3
6020,Sorority Boys,2
4547,Panic Room,3
1791,La Pianiste,3
62956,Very Annie Mary,3
5678,The Wrong Guys,2
26851,The Atomic Cafe,3
548,羅生門,2
1537,Changing Lanes,3
441,Human Nature,3
32617,Bite the Bullet,2
2565,Joe Versus the Volcano,3
307,Roma città aperta,3
1282,Dogtown and Z-Boys,3
52717,Éloge de l'amour,2
69324,Rain,3
73462,The Aviator,2
26030,Bob le Flambeur,2
5203,Wild Orchid,3
1815,The Big Sleep,3
55106,Butterflies Are Free,3
2251,Unfaithful,2
2894,L'Anglaise et le duc,2
45186,Big Bad Mama,3
5425,Buio Omega,3
245,About a Boy,2
1894,Star Wars: Episode II - Attack of the Clones,2
4012,The Believer,2
1957,Enough,3
320,Insomnia,3
27834,CQ,3
39435,Cowboy,2
44800,The Gambler,3
1936,River of No Return,3
4614,The Sum of All Fears,2
7216,Zombi Holocaust,3
3132,Bad Company,3
2501,The Bourne Identity,3
27451,Harvard Man,3
4993,5 Card Stud,4
103299,Traces of Red,2
180,Minority Report,3
2022,Mr. Deeds,3
608,Men in Black II,4
59387,The Powerpuff Girls Movie,3
26290,Me Without You,3
6278,Reign of Fire,3
4147,Road to Perdition,3
1842,The Legend of Boggy Creek,3
2721,Z,3
1364,Lucía y el sexo,3
8869,Eight Legged Freaks,2
8665,K-19: The Widowmaker,3
818,Austin Powers in Goldmember,2
33152,Who Is Cletis Tout?,2
6404,Nosferatu: Phantom der Nacht,3
5155,Ossessione,3
3780,赤ひげ,2
2675,Signs,3
7451,xXx,3
2750,24 Hour Party People,3
6173,Sur mes lèvres,3
3640,Bella Martha,3
8653,섬,3
3127,The Revenge of Frankenstein,3
32825,Wild in the Country,3
26056,Snipes,3
4108,The Transporter,3
26680,Shock Waves,3
977,Tabu,2
233,The Wanderers,3
5506,The Ladykillers,3
575,Das Experiment,3
1958,8 femmes,3
129,千と千尋の神隠し,3
72308,Shanghai Ghetto,3
2110,Wasabi,3
4107,Bloody Sunday,3
1682,Mosura tai Gojira,3
3092,Seance on a Wet Afternoon,3
4989,Shamus,2
1809,The Rules of Attraction,3
1430,Bowling for Columbine,2
40815,Le Bossu,3
1613,The 51st State,3
565,The Ring,3
49872,Hansel & Gretel,3
40969,Terror Train,3
5917,Tom Horn,2
8691,Cannibal Ferox,3
66592,Charlie Chan and the Curse of the Dragon Queen,2
25773,The Chosen,3
26560,Continental Divide,3
225,Czlowiek z zelaza,3
26444,Death Hunt,3
5062,Garde à vue,3
27016,"Ladies and Gentlemen, the Fabulous Stains",4
265,Lili Marleen,3
2264,Lola,2
47886,Mil gritos tiene la noche,4
1672,Le Professionnel,3
9012,Jackass: The Movie,3
1360,Frida,2
1941,Exodus,3
8427,I Spy,1
65,8 Mile,2
27204,"Dieu est grand, je suis toute petite",2
672,Harry Potter and the Chamber of Secrets,1
542,El Crimen del Padre Amaro,2
33251,Jibeuro,4
2165,Liberty Stands Still,3
53000,Soul Assassin,3
1377,Houseboat,3
2528,Madame Bovary,3
96966,Raggedy Man,3
26325,"Tarzan, the Ape Man",4
69169,Tattoo,2
31921,They All Laughed,2
32625,Personal Velocity,2
8198,The Quiet American,3
64,Hable con ella,2
2103,Solaris,3
9016,Treasure Planet,3
27070,Chopper Chicks in Zombietown,3
5261,"Was tun, wenn's brennt?",2
125337,The Last Seduction II,3
7011,Joey,3
2757,Adaptation.,3
7299,Equilibrium,3
78022,Da wu sheng,2
26356,Medea,2
4241,ビジターQ,1
37335,Les uns et les autres,3
40952,Alone in the Dark,2
38849,Android,2
171,La Boum 2,3
4202,Danton,2
7303,Maid in Manhattan,3
201,Star Trek: Nemesis,2
2755,About Schmidt,2
99826,The Jimmy Show,4
121,The Lord of the Rings: The Two Towers,3
1429,25th Hour,3
3131,Gangs of New York,4
2642,Two Weeks Notice,2
2149,Body of Evidence,2
32074,Company Business,3
4032,My Girl,3
8392,となりのトトロ,2
31804,The Road to Hong Kong,3
26946,Attack of the Crab Monsters,3
4561,Histoire d'O,3
4435,अशोक,3
640,Catch Me If You Can,2
1574,Chicago,2
590,The Hours,3
423,The Pianist,3
262,The King of Comedy,3
4912,Confessions of a Dangerous Mind,3
598,Cidade de Deus,3
26393,Breaking Up,3
1484,Der Totmacher,3
34148,Imitation of Life,3
26252,Pépé le Moko,3
5968,The Woman in Red,3
1647,The Recruit,2
26761,Pursued,3
65300,Endangered Species,4
4628,Enigma,3
4193,Evil Under the Sun,3
3028,Jekyll and Hyde ... Together Again,3
72340,Partners,3
25872,The Pirate Movie,3
127,Przypadek,3
1563,Sans soleil,3
2262,Die Sehnsucht der Veronika Voss,3
46925,Six Pack,3
6038,Shanghai Knights,3
1956,Gerry,3
118936,Stand-In,3
3426,César et Rosalie,3
2984,A Countess from Hong Kong,3
26172,Messenger of Death,3
31598,Q & A,2
4952,Pillow Talk,2
991,The Man Who Fell to Earth,3
4911,Dark Blue,3
102,Elsker dig for evigt,2
7015,American Heart,2
6524,Life Stinks,3
77233,Mr. North,3
979,Irréversible,3
1591,Nirgendwo in Afrika,2
455,Bend It Like Beckham,2
27236,Two-Lane Blacktop,2
8996,Europa Europa,3
125413,Fear Strikes Out,2
2671,リング,3
6171,Dreamcatcher,3
2525,The Bible: In the Beginning...,2
51927,Stevie,2
1675,La nuit américaine,3
6016,The Good Thief,4
1817,Phone Booth,3
7294,Mies vailla menneisyyttä,2
2662,House of 1000 Corpses,3
994,Straw Dogs,4
1714,Fahrenheit 451,2
2832,Identity,3
31932,City of Ghosts,3
1816,A Chorus Line,2
604,The Matrix Reloaded,2
1555,L'Auberge espagnole,3
310,Bruce Almighty,2
5146,The In-Laws,3
12,Finding Nemo,2
2260,Capturing the Friedmans,2
584,2 Fast 2 Furious,3
1088,Whale Rider,3
5921,Nevada Smith,2
47423,纵横四海,3
5920,Le Mans,4
26593,Rio Lobo,3
33564,The Swimmer,3
6646,Treasure Island,3
43828,Destry Rides Again,4
111815,Mr & Mrs Bridge,3
26317,Человек с киноаппаратом,3
8092,This Boy’s Life,3
290,Barton Fink,3
2470,Belle Époque,3
2263,Music Box,3
6523,North to Alaska,2
2527,Que la bête meure,3
26205,The Desert Fox: The Story of Rommel,2
6643,The Unforgiven,4
2071,Shattered,3
57476,The Spirit of '76,3
4708,Paris brûle-t-il?,3
170,28 Days Later,3
216,Angst essen Seele auf,3
42176,The Main Event,3
39231,Man's Favorite Sport?,3
43039,Ποτέ την Κυριακή,3
33454,Scaramouche,3
70912,The Advocate,3
6949,"What's Up, Doc?",3
1927,Hulk,3
296,Terminator 3: Rise of the Machines,4
302,Swimming Pool,3
22,Pirates of the Caribbean: The Curse of the Black Pearl,3
8698,The League of Extraordinary Gentlemen,2
554,Kukushka,3
8961,Bad Boys II,3
3472,Dirty Pretty Things,3
25921,Garage Days,3
1996,Lara Croft Tomb Raider: The Cradle of Life,1
4464,Seabiscuit,3
54580,Los lunes al sol,4
4613,Scorched,2
430,"One, Two, Three",2
5185,The Private Life of Sherlock Holmes,3
4984,White Lightning,3
8273,American Wedding,3
8094,The Magdalene Sisters,3
26195,The Secret Lives of Dentists,2
125952,Bord de mer,3
78041,Big Trouble,2
833,Umberto D.,2
26755,Brother's Keeper,2
3101,I Love You to Death,3
6466,Freddy vs. Jason,3
2055,Open Range,2
2771,American Splendor,3
48791,Prince of Jutland,3
8992,The Sure Thing,2
30970,Code Inconnu: Récit Incomplet de Divers Voyages,3
636,THX 1138,1
3055,Valley of the Dolls,3
54986,춘향뎐,3
26225,Ash Wednesday,3
26198,The Keep,3
936,The Pink Panther,3
4593,Le Charme discret de la bourgeoisie,2
3782,生きる,2
2891,An Angel at My Table,3
38304,Loin,4
26246,Incident at Oglala,3
513,Fire,3
6619,Morte a Venezia,2
32316,Marci X,3
2830,My Boss's Daughter,2
33255,Stoked: The Rise And Fall Of Gator,3
333,Bollywood/Hollywood,3
2722,El otro lado de la cama,2
1415,Party Monster,3
7270,Matchstick Men,3
1428,Once Upon a Time in Mexico,3
153,Lost in Translation,2
4703,Daisy Miller,3
2687,Memoirs of an Invisible Man,3
277,Underworld,3
61401,Tibet: Cry of the Snow Lion,2
7288,Duplex,4
54243,Kart Racer,2
5653,Luther,3
321,Mambo Italiano,3
20,My Life Without Me,2
5168,Être et avoir,3
837,Videodrome,3
821,Judgment at Nuremberg,2
1358,A Brief History of Time,3
2200,Jakob der Lügner,2
776,La Règle du jeu,2
891,All the President's Men,2
51300,Сибирский цирюльник,3
650,Boyz n the Hood,3
8446,Bugsy Malone,3
49291,順流逆流,3
4543,The Meaning of Life,3
7442,Sleeping with the Enemy,2
6723,The Rookie,3
26850,Under Suspicion,3
32082,The Hospital,3
3087,Yankee Doodle Dandy,3
2116,Out of Time,3
1584,School of Rock,3
2056,The Station Agent,3
4997,Wonderland,3
322,Mystic River,3
24,Kill Bill: Vol. 1,3
1550,Pieces of April,2
5493,Returner リターナー,3
4256,Scary Movie 3,2
1807,Elephant,3
67809,Normal,2
1376,Sweet Sixteen,3
2348,Holy Matrimony,3
3117,Frankenstein and the Monster from Hell,3
27450,Chicago Joe and the Showgirl,2
26643,The Magic Sword,4
897,অপরাজিত,3
224,Człowiek z marmuru,3
43708,"Die, Mommie, Die!",3
605,The Matrix Revolutions,3
1277,Ein Lied von Liebe und Tod – Gloomy Sunday,3
1836,Dans ma peau,3
508,Love Actually,3
8619,Master and Commander: The Far Side of the World,3
4970,Gothika,3
470,21 Grams,2
1702,Death Machine,2
4823,Final Analysis,3
860,WarGames,3
48035,Ordet,3
5000,Jeux interdits,3
780,La passion de Jeanne d'Arc,3
234,Das Cabinet des Dr. Caligari,2
899,Broken Blossoms,3
6472,Guarding Tess,3
5143,Hannah and Her Sisters,2
5227,Hercules in New York,3
8010,Highlander II: The Quickening,3
2297,Kafka,3
951,Kindergarten Cop,4
5765,Knight Moves,3
1643,Ultimo tango a Parigi,3
2007,Lorenzo's Oil,2
2612,Mr. Destiny,3
3112,The Night of the Hunter,3
2611,Only the Lonely,3
1825,Over the Top,2
3176,バトル・ロワイアル,3
5336,Salò o le 120 giornate di Sodoma,3
2047,The Real McCoy,3
8222,Tacones lejanos,3
1626,Vivre sa vie: film en douze tableaux,2
483,Wild at Heart,3
6069,The Witches of Eastwick,3
3681,What's New Pussycat?,4
898,Birdman of Alcatraz,4
2000,"Aguirre, der Zorn Gottes",3
648,La belle et la bête,3
618,The Birth of a Nation,2
4024,L'Année dernière à Marienbad,3
3089,Red River,4
1594,A Shot in the Dark,3
32318,The Navigator,3
916,Bullitt,4
1976,Jezebel,2
31685,The Hunchback of Notre Dame,3
3062,42nd Street,3
4939,Send Me No Flowers,3
79,英雄,3
987,The Front Page,3
81,風の谷のナウシカ,3
70423,CrissCross,4
42740,The Collector,2
827,Les diaboliques,2
4368,Dark Wolf,2
2742,Naked Lunch,2
3596,Things to Come,2
120637,Queen of Hearts,2
255,Baisers volés,2
616,The Last Samurai,3
587,Big Fish,3
6964,Something's Gotta Give,3
1792,Stuck on You,3
3635,Girl with a Pearl Earring,3
122,The Lord of the Rings: The Return of the King,2
8696,Calendar Girls,3
47952,Two Men Went To War,3
504,Monster,3
2289,Cold Mountain,3
42418,Young Black Stallion,3
26710,My Baby's Daddy,2
31026,Uzak,2
5966,Along Came Polly,2
52867,Lord Love a Duck,3
1937,Bonjour Tristesse,3
26712,The Enforcer,4
1882,The Men,2
6277,Crime Spree,3
427,Mon oncle,2
3022,Dr. Jekyll and Mr. Hyde,4
778,Les Vacances de Monsieur Hulot,4
3088,My Darling Clementine,3
980,The Ox-Bow Incident,2
42094,Micki & Maude,3
5205,Pumping Iron,2
2017,No Good Deed,2
73515,Mesmerized,3
405,La strada,2
4917,A Boy and His Dog,2
5055,Popiól i diament,3
3059,Intolerance: Love's Struggle Throughout the Ages,2
27329,สุริโยไท,3
114046,The Three Stooges in Orbit,3
1954,The Butterfly Effect,3
1278,The Dreamers,3
7008,The Wilby Conspiracy,3
1824,50 First Dates,3
44674,Après la vie,3
337,Monsieur Ibrahim et les fleurs du Coran,3
43376,Journal d'un curé de campagne,3
2576,The Diary of Anne Frank,3
2099,Raw Deal,3
6470,Fire Birds,3
8842,Against the Ropes,2
615,The Passion of the Christ,3
338,"Good bye, Lenin!",3
2023,Hidalgo,3
797,Persona,3
42602,En passion,4
1723,The Front,2
1586,Secret Window,2
156,Wilbur begår selvmord,3
2778,Clifford,2
40752,Walk Like a Man,4
924,Dawn of the Dead,3
38,Eternal Sunshine of the Spotless Mind,2
4377,Ein Leben lang kurze Hosen tragen,3
1720,Nói albínói,2
5516,The Ladykillers,3
553,Dogville,3
1487,Hellboy,3
2122,The Whole Ten Yards,2
6844,The Ten Commandments,2
923,Dawn of the Dead,4
2587,"Fratello sole, sorella luna",2
3591,One Million Years B.C.,3
26176,"Mother, Jugs & Speed",3
68347,Food of the Gods II,3
4365,Munchies,2
2098,Viva Las Vegas,2
393,Kill Bill: Vol. 2,1
7220,The Punisher,3
33823,Paper Clips,3
237,Young Adam,3
7131,Van Helsing,3
652,Troy,2
42015,Swimming to Cambodia,3
57811,Terra Estrangeira,4
132,The Rolling Stones: Gimme Shelter,2
4339,Das schreckliche Mädchen,3
5247,Mercy,3
502,Fail-Safe,2
1373,The Discovery of Heaven,2
667,You Only Live Twice,2
700,Octopussy,3
26976,Wit,2
44864,Trollflöjten,3
633,Soldaat van Oranje,3
294,Desert Hearts,3
1162,The Miracle Worker,3
5842,VERSUS -ヴァーサス-,3
988,The China Syndrome,3
204,Le salaire de la peur,2
27171,The Lonely Guy,5
27786,Steel Dawn,1
25736,The Postman Always Rings Twice,3
5248,Virtual Sexuality,1
2786,Pierrot le fou,2
50271,Strange Cargo,3
26133,Tuesdays with Morrie,3
2817,On connaît la chanson,1
1394,Nostalghia,3
1719,La Peau douce,4
781,Winterschläfer,3
3777,蜘蛛巣城,3
26612,Treasure Island,4
77780,Twister,3
1926,11'09''01 - September 11,2
31112,"Bon Voyage, Charlie Brown (and Don't Come Back!)",2
4923,Zardoz,3
465,36 Fillette,3
876,Frank Herbert's Dune,2
1583,Lammbock,2
57946,Margaret Cho: Notorious C.H.O.,3
31952,The Vampire Lovers,3
336,Giù la testa,2
5927,Junior Bonner,2
3075,Frankenstein Must Be Destroyed,3
5521,Finder's Fee,2
27636,La frusta e il corpo,3
222,Berlin: Die Sinfonie der Grosstadt,3
25858,酔いどれ天使,3
38701,The Devil's Rain,3
1059,隠し砦の三悪人,3
26940,A Night in Casablanca,3
26372,Skammen,3
3547,Reflections in a Golden Eye,3
5481,Schock,2
5482,Cani arrabbiati,2
5485,Gli orrori del castello di Norimberga,3
7090,Ken Park,3
42632,Monterey Pop,3
5902,A Bridge Too Far,3
4552,"장화, 홍련",3
26326,Rock 'n' Roll High School,3
27658,Cockfighter,1
42725,The Wild Angels,3
4291,菊次郎の夏,3
113,봄 여름 가을 겨울 그리고 봄,3
5916,The Getaway,3
3001,How to Steal a Million,1
105130,弾丸ランナー,3
62383,Passed Away,3
203,Mean Streets,3
26268,Harper,3
316,Halbe Treppe,3
3072,Frankenstein Unbound,3
250,I Kina spiser de hunde,2
43267,29th Street,3
42013,Sammy and Rosie Get Laid,2
631,Sunrise: A Song of Two Humans,2
51182,Sex: The Annabel Chong Story,3
48385,Indestructible Man,3
43011,Sodom and Gomorrah,3
439,La dolce vita,3
823,人狼,3
2546,Zazie dans le métro,3
40478,Baby Doll,1
5165,L'avventura,3
5722,Beyond the Valley of the Dolls,4
5544,Hiroshima mon amour,3
56167,Le Carrosse d'or,3
4781,La guerre est finie,1
4909,The Day of the Jackal,2
27459,Little Murders,2
4497,Viridiana,2
42728,You're a Big Boy Now,3
5071,Gadjo Dilo,3
4507,"Jamón, jamón",2
4879,Ten Little Indians,3
61048,The Swan,2
1994,The Most Dangerous Game,3
870,ドールズ,2
96255,Three Came Home,2
809,Shrek 2,2
435,The Day After Tomorrow,2
4599,Raising Helen,3
673,Harry Potter and the Prisoner of Azkaban,2
246,座頭市,4
2789,The Chronicles of Riddick,2
8920,Garfield,3
26886,アカルイミライ,3
26142,The Doctor,3
46976,Wish You Were Here,3
831,This Island Earth,3
62000,Johnny Belinda,3
662,La Jetée,3
8341,Samsara,3
886,The Cincinnati Kid,3
26973,Pretty Baby,3
26175,Ivanhoe,3
136,Freaks,3
3019,Dr. Jekyll and Mr. Hyde,3
3515,I'll Sleep When I'm Dead,3
594,The Terminal,3
8981,Dear Frankie,3
1944,The Door in the Floor,3
1997,Deux frères,3
72096,Bloodhounds of Broadway,3
26520,Bob & Carol & Ted & Alice,4
43897,The Littlest Rebel,4
25783,Comandante,3
8991,Undead,2
3293,Pirates of Silicon Valley,3
42407,The Flim-Flam Man,0
6081,Revenge of the Pink Panther,3
44494,Zéro de conduite,2
2330,Taxi,4
2334,Taxi 3,3
2912,Le Boucher,3
701,Our Hospitality,3
2202,Lassie Come Home,3
3484,The Mask of Fu Manchu,2
26596,Johnny Guitar,2
1777,Fahrenheit 9/11,3
26811,Dr. Terror's House of Horrors,4
558,Spider-Man 2,2
80,Before Sunset,3
8699,Anchorman: The Legend of Ron Burgundy,4
2048,"I, Robot",3
436,"María, llena eres de gracia",2
31948,Gray Lady Down,3
65994,Prince Valiant,1
36630,Zandalee,3
2502,The Bourne Supremacy,3
314,Catwoman,3
5228,Stay Hungry,3
47615,Orgy of the Dead,4
32294,Mr. Blandings Builds His Dream House,2
1040,Il gattopardo,4
5122,The Day of the Locust,3
1783,To End All Wars,2
26814,Love Happy,2
99859,Crimetime,3
31522,Une Femme est une femme,3
5179,The Prime of Miss Jean Brodie,3
4201,The Fifth Musketeer,3
69526,The Assassination Bureau,2
6947,The Village,3
401,Garden State,2
1538,Collateral,2
2577,Code 46,3
60760,Masques,2
395,AVP: Alien vs. Predator,2
8745,It Happened at the World's Fair,3
45335,Double Trouble,3
65596,The Spaceman and King Arthur,3
32298,Seeing Other People,3
124,Bez Konca,3
41762,Graffiti Bridge,3
1577,Resident Evil: Apocalypse,3
5137,Sky Captain and the World of Tomorrow,3
2003,Anatomie de l'enfer,3
1653,Diarios de motocicleta,3
747,Shaun of the Dead,2
26230,Class of Nuke 'Em High 2: Subhumanoid Meltdown,3
4176,Murder on the Orient Express,3
26690,The Boston Strangler,5
132422,Stealing Time,2
27816,Basket Case 3,3
27815,Basket Case 2,4
47446,The Trojan Women,3
42172,Hardcore,2
31655,The Terror,3
8689,Cannibal Holocaust,3
1599,I Heart Huckabees,1
26108,Stage Beauty,3
4380,Shall We Dance?,3
3989,Team America: World Police,4
2438,The Country Girl,2
101887,Spinning Boris,3
3053,The Fearless Vampire Killers,3
2319,The Dust Factory,2
1970,The Grudge,2
8849,Alfie,2
4553,The Machinist,3
48678,Falling Angels,3
126148,Lightning in a Bottle,1
176,Saw,3
1677,Ray,2
5255,The Polar Express,2
866,Finding Neverland,3
4251,Veer-Zaara,3
2059,National Treasure,3
140,La mala educación,3
1966,Alexander,3
26347,Notre musique,3
2288,Closer,3
163,Ocean's Twelve,3
25952,Conquest of Space,3
8424,Jeux d'enfants,2
30996,Splatter University,3
3016,Dr. Jekyll and Mr. Hyde,3
2972,"Der Golem, wie er in die Welt kam",4
71065,The Last of the Mohicans,4
992,"Sherlock, Jr.",2
3060,The Big Parade,3
1405,Greed,2
964,The Phantom of the Opera,3
939,The Jazz Singer,3
697,Oktyabr,2
905,Die Büchse der Pandora,4
3061,The Crowd,3
25768,"Steamboat Bill, Jr.",3
120833,Applause,3
626,Un chien andalou,2
27899,Little Caesar,2
5729,L'âge d'or,2
3574,Doctor X,1
877,Scarface,3
875,Shanghai Express,3
779,Vampyr - Der Traum des Allan Grey,2
3031,Island of Lost Souls,2
43904,L'Atalante,2
46910,The Lost Patrol,3
55207,Gaslight,3
3084,Wuthering Heights,1
97648,My Favorite Blonde,4
33049,The Heavenly Body,2
43518,Thousands Cheer,4
50066,Mrs. Parkington,3
44041,The Dark Mirror,3
26701,Humoresque,3
3766,The Lady from Shanghai,2
946,Letter from an Unknown Woman,3
45578,A Letter to Three Wives,2
4558,Orphée,2
800,Los Olvidados,4
3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,2
3111,A Star Is Born,3
803,Nuit et brouillard,3
31374,続宮本武蔵　一乗寺の決闘,3
25893,The Seven Little Foys,3
56156,The Last Hurrah,3
42661,The Vikings,3
34528,人間の條件　第３部望郷篇／第４部戦雲篇,3
31427,野火,2
690,Pickpocket,3
750,Murder She Said,4
34530,人間の條件　完結篇,2
3010,The Cardinal,3
751,Murder at the Gallop,3
4025,The Prize,3
